driver_id,total_fare,avg_distance
31,313.85,27.156666666666666
85,84.71000000000001,26.015
65,76.62,4.83
53,33.06,40.48
28,165.39,9.145
76,103.55,33.495000000000005
27,12.35,35.87
44,246.82999999999998,18.966666666666665
12,139.66,25.89
91,237.86,13.425
22,21.55,30.4
93,170.48,30.330000000000002
1,38.49,4.84
13,22.89,3.99
86,85.9,11.37
3,74.68,22.06
40,145.64,29.89
20,176.82,34.105000000000004
94,121.75,9.919999999999998
54,126.22,27.26
19,44.46,21.82
92,172.4,26.035
41,27.29,44.75
15,53.0,14.27
43,66.6,38.91
61,173.37,23.675
17,42.95,42.555
72,151.78000000000003,33.63666666666666
35,116.56,16.09
59,61.1,19.8
8,121.37,23.58
23,320.97,34.682
87,76.7,48.29
51,54.54,44.35
69,219.58,26.373333333333335
63,140.56,11.34
50,101.49,12.14
45,99.84,42.92
38,226.29999999999998,23.169999999999998
80,78.97,4.44
25,109.53,16.04
24,169.32,18.535
62,75.66,46.44
95,7.98,13.2
98,172.28,15.715
90,146.76,8.08
32,53.92,38.46
75,195.36,17.673333333333332
33,299.11,18.1775
71,8.41,35.68
14,93.78,43.79
79,311.23,8.723333333333334
2,154.79,37.37
30,103.92,18.98
66,19.78,32.64
46,52.18,26.47
36,46.56,32.63
