driver_id,total_fare,avg_distance
31,396.13,21.759999999999998
85,229.55,18.05666666666667
65,137.96,14.925
53,33.06,40.48
78,165.58999999999997,26.48
34,102.27,49.35
28,165.39,9.145
76,382.86,34.755
26,50.16,8.96
27,12.35,35.87
44,335.11,21.89
12,139.66,25.89
91,237.86,13.425
22,310.15999999999997,32.02
93,285.93,24.166666666666668
47,21.44,26.98
1,38.49,4.84
13,217.99,18.96
16,126.39,25.23
6,163.82,34.25666666666667
86,229.74,21.150000000000002
3,162.69,16.994999999999997
40,145.64,29.89
20,304.65,26.080000000000002
94,237.95,12.535
54,295.65999999999997,26.986666666666668
5,153.65,19.12
19,44.46,21.82
92,172.4,26.035
64,127.96,20.56
41,133.60999999999999,43.92
15,241.95999999999998,21.713333333333335
43,158.08999999999997,29.98333333333333
37,238.51999999999998,33.42333333333334
61,173.37,23.675
9,190.46,24.35
17,67.16,41.49333333333333
72,235.04000000000002,37.519999999999996
35,116.56,16.09
59,333.36,28.677500000000002
100,48.6,21.16
8,157.77,21.649999999999995
39,110.05000000000001,27.1
23,452.77000000000004,34.37833333333333
49,609.6999999999999,16.77166666666667
84,181.97,32.120000000000005
87,76.7,48.29
51,277.86,36.73
69,346.59000000000003,27.512500000000003
97,142.34,11.18
63,140.56,11.34
10,149.93,8.17
77,74.49,24.81
50,237.83,17.265
45,317.28999999999996,40.873333333333335
38,326.87,22.144999999999996
82,186.3,27.686666666666667
80,175.86,16.53
73,188.26999999999998,16.015
25,222.44,27.595
24,169.32,18.535
70,68.09,23.06
62,151.55,41.769999999999996
95,149.82,22.189999999999998
29,215.95,32.54
21,199.32999999999998,14.233333333333333
98,239.22,11.486666666666666
90,506.9,17.895000000000003
32,264.44,19.276666666666667
60,94.19,22.23
75,235.72000000000003,14.572499999999998
56,220.07999999999998,35.86
58,6.17,33.79
33,380.83000000000004,19.939999999999998
68,77.59,10.42
71,115.25,21.990000000000002
14,294.61,28.703333333333333
79,311.23,8.723333333333334
2,503.76,26.26
30,173.76999999999998,22.57
99,68.72,8.79
66,112.5,18.935000000000002
67,541.6800000000001,31.803999999999995
46,52.18,26.47
18,26.62,49.97
74,235.81,28.9
36,193.45,38.27
89,110.5,14.83
